mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff,overlap0,f,parameter,model
0.0647179091568363,0.00510577358172826,0.0551804184348992,0.0611447010025997,0.0647232965098127,0.0678473249665441,0.0747884600035468,0.999171628387917,750,0,1,p.seen.alive,mig_by_age_pop
30.0890729600368,18.7956349581299,6.17750265079408,15.3466966218333,25.6172261144698,41.6857024979229,74.7136692386351,0.999667400927588,750,0,1,base.obs,mig_by_age_pop
-3.80937514299002,0.218975376913309,-4.26337737288029,-3.95693870821256,-3.80309973869446,-3.66018597859804,-3.4153483155747,1.00096346777934,693,0,1,base.fail,mig_by_age_pop
0.548978158298377,0.0916702581129843,0.385588397081288,0.482030401624406,0.549298502278522,0.608941001988226,0.735613565882153,1.02007974932972,106,0,1,base.recover,mig_by_age_pop
-0.16726161703,0.0911061899526571,-0.354732198906773,-0.222582553010769,-0.163689279482923,-0.105748084968976,-0.00103124392716885,1.00312909513971,457,0,0.974666666666667,beta2,mig_by_age_pop
0.351356585932021,0.177587999878446,0.0177870746288845,0.227412853507305,0.350357844533005,0.469052989284471,0.702435409454543,1.00172177691358,750,0,0.978666666666667,beta3,mig_by_age_pop
-0.0255243570005358,0.00279044971013932,-0.0311523098521156,-0.0274503325879204,-0.02543037397113,-0.0234989590656227,-0.02024551100704,1.01863975896211,114,0,1,beta4,mig_by_age_pop
0.988608883033262,0.00377349435885376,0.979232507742261,0.986852410239272,0.989141117878709,0.991064869474994,0.994044613632865,1.01968069352908,271,0,1,mean.phi[1],mig_by_age_pop
0.975432805731344,0.00745294927352727,0.957210497331527,0.972109099327147,0.976518603732007,0.980624149365793,0.986030675633779,1.01293755085644,380,0,1,mean.phi[2],mig_by_age_pop
0.989627157618036,0.00332065408807111,0.981559659914267,0.987882371944825,0.990248276469375,0.992042654099859,0.994408772398708,1.02378601439208,133,0,1,mean.phi[3],mig_by_age_pop
4.51474029690531,0.323883896780082,3.85338184943096,4.31828204216388,4.51185366282004,4.70878978704821,5.1174860071103,1.00881358232559,504,0,1,lp.mean[1],mig_by_age_pop
3.72276060795782,0.291232282254676,3.1077317409055,3.55116764682911,3.72778535506671,3.92416178019256,4.25682705283562,1.00334541164154,478,0,1,lp.mean[2],mig_by_age_pop
4.60512965433544,0.307152066954553,3.97464605826022,4.40090237811337,4.62051168906443,4.82567153874701,5.18095419159988,1.01377943815799,150,0,1,lp.mean[3],mig_by_age_pop
-0.230309088844968,0.46220059978088,-1.05773393465149,-0.551183620549592,-0.249698503808355,0.0595822261077757,0.754817272412402,1.00147682737855,750,1,0.710666666666667,"b.phi.mig[1,1]",mig_by_age_pop
-1.38730717804798,0.409097301451657,-2.1436354805188,-1.66034427170497,-1.40481902459846,-1.117445215668,-0.60367278586403,0.998582516258449,750,0,0.998666666666667,"b.phi.mig[2,1]",mig_by_age_pop
-0.04968886376769,0.681735517203793,-1.24978999413765,-0.51437664534906,-0.0757358248417466,0.357702227256337,1.39712060045249,0.999123742209376,750,1,0.545333333333333,"b.phi.mig[1,2]",mig_by_age_pop
-0.814341682819202,0.837408431597567,-2.29708227792849,-1.39035658529889,-0.857119135870576,-0.343198481015908,1.00762145517818,1.00127967736091,621,1,0.849333333333333,"b.phi.mig[2,2]",mig_by_age_pop
-0.771587579184818,0.256510360697298,-1.28041684671434,-0.950443405833077,-0.7653346052876,-0.591899035085792,-0.281761309184169,1.00412929640009,364,0,1,b.phi.capt,mig_by_age_pop
-0.0337948068725501,0.0325923533897482,-0.123193675239854,-0.0457889313469415,-0.0232023582555597,-0.010229878361492,-0.00116511199507575,1.01151052379525,271,0,1,b.phi.age,mig_by_age_pop
6065.90327226497,2.84376484723065,6061.54599582315,6063.89874266274,6065.53718777764,6067.369308699,6072.53554076768,1.00241900590987,750,0,1,deviance,mig_by_age_pop
